OBJECTID,WD19CD,WD19NM,WD19NMW,BNG_E,BNG_N,LONG,LAT,Shape__Area,Shape__Length,GlobalID
185,E05000274,Muswell Hill, ,529197,189172,-0.13652,51.5866,1653253.13890076,7776.36236140186,924095f3-140f-46b0-b48d-dac8ece468d6
186,E05000275,Noel Park, ,531193,190038,-0.10741,51.59392,1225597.01374817,5030.83235708855,611fd92b-c5dd-479c-b755-b7b829335ecc
187,E05000276,Northumberland Park, ,534515,191132,-0.05906,51.60297,1888031.60566711,8323.46234045262,a899feee-8a43-4a90-8ab1-f545cb653052
188,E05000277,St Ann's, ,532437,188747,-0.08994,51.58203,1093801.28672791,5396.89315674337,e5f71cc8-c854-4db9-8ce0-62c43ac3c1a3
189,E05000278,Seven Sisters, ,533558,188427,-0.0739,51.57889,1294641.63881683,6935.63967866969,83df8589-6b65-489d-82e5-b13e5f7dae22
190,E05000279,Stroud Green, ,530914,188013,-0.11218,51.57579,1093737.91069794,5312.58339868651,e4993a90-ea15-4e9b-a051-def14dd6a343
191,E05000280,Tottenham Green, ,533648,189087,-0.07235,51.5848,1359647.4479599,5602.29486779369,6ec2ae77-77bd-4002-ba47-caea54ef1335
192,E05000281,Tottenham Hale, ,534521,189778,-0.05949,51.5908,1911890.41994476,7446.61888374382,e0e9ebdb-cc6a-4136-8abe-9888de6271ca
193,E05000282,West Green, ,532322,189860,-0.09118,51.59206,1399138.94228363,5315.28183739076,0484ec6f-e433-4ba7-b890-5429573b4128
194,E05000283,White Hart Lane, ,532755,191140,-0.08445,51.60346,1698838.29216766,6208.76020792347,b9b78279-49dd-46d8-9833-bf655e4c31cc
195,E05000284,Woodside, ,531516,190985,-0.10239,51.60235,1497164.32806396,6023.768023631,9b4c03c8-b6a3-4c2f-9e54-b9a072f10ee6
196,E05000285,Belmont, ,516977,190886,-0.31225,51.60467,1777018.84759521,7789.96847435363,0e055741-762d-407a-877f-99156a512b7d
197,E05000286,Canons, ,517364,193105,-0.30592,51.62453,5626366.72105408,12841.0973125831,fd078dba-7bd2-4e23-8650-7d80a720cb44
198,E05000287,Edgware, ,519250,190753,-0.27949,51.603,1403186.37466431,5722.2915417579,bc94d537-9b5e-442d-8c21-4e3bbe1af421
199,E05000288,Greenhill, ,515788,188408,-0.33023,51.58264,1744878.08643341,7346.86029475005,2b651571-34e5-4c18-a06e-972bd9176ba1
200,E05000289,Harrow on the Hill, ,515118,186510,-0.34052,51.56572,3572093.06022644,9647.07647723217,96614983-51bc-4396-abaf-358d8b28fa23
201,E05000290,Harrow Weald, ,514533,191919,-0.34719,51.61446,4589699.24117279,11854.4668988695,b18fcc60-9e2a-481f-934c-4fbfb1a38bc0
202,E05000291,Hatch End, ,512921,191417,-0.37062,51.61027,3278671.27243805,9829.79527833678,79277ec9-b775-4cd2-9975-7079fe25f993
203,E05000292,Headstone North, ,513617,190017,-0.36103,51.59755,3296329.91859436,10519.0351298926,32b1a493-a7a1-459c-b091-8b83e1bdd640
204,E05000293,Headstone South, ,514234,188930,-0.35248,51.58765,1467625.30620575,6269.59897095825,4e10d06c-be1c-4c79-ba6e-7e27cfbdd4a9
205,E05000294,Kenton East, ,518376,189314,-0.29259,51.59025,1279285.65712738,5885.74003110903,4b8075c3-3549-40cd-b009-de5d04256ce6
206,E05000295,Kenton West, ,516718,189385,-0.31649,51.59123,1764589.04511261,6947.82017306102,67d04f64-f102-40cb-8b0a-8b0ad49a90e0
207,E05000296,Marlborough, ,515460,189535,-0.33459,51.59284,1646606.70781708,7757.81834671369,45031e0b-9c06-4a58-b9a3-250ae069d696
208,E05000297,Pinner, ,511546,190587,-0.39074,51.60308,3277403.52179718,10717.5890596917,e3c37ae3-bf89-46a4-bf01-62299628eec4
209,E05000298,Pinner South, ,511946,188424,-0.38565,51.58356,2345612.77339172,8273.770016895,84f1fdad-aac6-46c4-9385-e70941d70287
210,E05000299,Queensbury, ,518098,190294,-0.29627,51.59911,1613618.27735901,8488.70543282076,b0feb6bb-5af3-4949-b149-0a5324982bf1
211,E05000300,Rayners Lane, ,512676,187662,-0.37537,51.57657,1529741.65349579,7057.83759521204,206d1db9-b8ae-4c4b-bb7f-b33663a76fa4
212,E05000301,Roxbourne, ,513439,186514,-0.36473,51.5661,1505752.85607147,7146.94087574564,ace647bc-c81e-4afa-bb60-c299de9b848b
213,E05000302,Roxeth, ,513565,185739,-0.36316,51.55911,1574930.78311157,6420.29774668372,de2aad5c-65ff-4c6d-a78a-7c41bfd042c1
214,E05000303,Stanmore Park, ,516121,192156,-0.32419,51.61626,4459267.32086182,10694.9272758027,160cbac1-66dd-4f83-b09e-536ab039c092
215,E05000304,Wealdstone, ,515202,190225,-0.33809,51.59909,1195978.04075623,5728.75108238727,3f15ce8f-0d21-45a6-a32c-5c391040afe4
216,E05000305,West Harrow, ,514018,187733,-0.35598,51.57694,1514651.32316589,6581.0648128994,d3195d90-3754-492f-bdd9-99cb195680b3
217,E05000306,Brooklands, ,550276,188279,0.167131,51.57335,4202620.45573425,10966.4075256584,33d445e9-ab25-438e-996d-2edf0dba4457
218,E05000307,Cranham, ,557231,188611,0.267559,51.57444,6555071.1552887,14168.7405588417,b537d34d-34d0-4b72-bd2a-4a42de35598b
219,E05000308,Elm Park, ,552366,185008,0.195851,51.5434,3665335.8438797,10727.1448415612,59f67de5-c6f3-4fe8-bbc1-82bc90f0ed88
220,E05000309,Emerson Park, ,554963,188650,0.234874,51.57542,4642409.26822662,14016.3956006924,ff2b7bb8-20e1-4418-92f8-cb76596b0425
221,E05000310,Gooshays, ,554454,193213,0.229541,51.61655,7758960.26026917,15759.1004938533,8ee3fd14-41d0-4a4d-b49d-0fa4268cd228
222,E05000311,Hacton, ,553932,185873,0.218793,51.55075,2465418.01158142,8153.30921823949,3ad53115-f18a-4bb3-8886-2f3d241f1f7d
223,E05000312,Harold Wood, ,555514,190681,0.243717,51.59351,7589719.28801727,16402.7033882747,155dd65d-8393-47b5-9788-3201d86c385c
224,E05000313,Havering Park, ,550821,192588,0.176841,51.61192,9783264.66976929,15576.627933045,ff43d0f2-8889-46f4-bffb-88ae6d31e0fa
225,E05000314,Heaton, ,552987,191694,0.207707,51.60331,3415656.04425049,11227.434509129,63085742-56f9-4de9-8111-b2fc24598707
226,E05000315,Hylands, ,552410,187242,0.197452,51.56346,2897747.02935791,7707.55563693684,235ed394-a3dc-4aea-bf03-53ba341a367b
227,E05000316,Mawneys, ,549815,190223,0.161313,51.59094,3042641.71199799,9272.09993351384,dfaf05c6-b922-4aa0-acd3-3d2705039438
228,E05000317,Pettits, ,551723,190487,0.188949,51.5928,3954582.394104,10645.0670592994,14c29c5a-158e-4560-9852-ca46bfeb6d9a
229,E05000318,Rainham and Wennington, ,553466,181407,0.210135,51.51075,16880092.4035339,20766.718141042,9ca2c911-5d43-42be-a7f1-6e79a0ff018d
230,E05000319,Romford Town, ,551678,188724,0.187538,51.57698,2864699.43222046,10467.9941026205,c54136e9-b2d1-4c3f-bd48-561b22fd6d80
231,E05000320,St Andrew's, ,554297,186889,0.224499,51.55978,2677112.37580109,8825.65355785986,a437745d-e50e-4cd8-aacf-8acb4277d5de
232,E05000321,South Hornchurch, ,551258,182638,0.178869,51.52241,6873155.64277649,13313.8980654695,a36e214a-6d2a-439e-acd8-70942735a7be
233,E05000322,Squirrel's Heath, ,553615,189464,0.215792,51.5831,2651478.19943237,9100.10449707989,e6624f7e-ee82-4582-b22d-fc05d65aed87
234,E05000323,Upminster, ,557943,185012,0.27621,51.54191,22537296.9334183,26134.2343148942,4fe09fac-7b87-4a7d-84e5-e3bb544e347f
235,E05000324,Barnhill, ,510497,181987,-0.40858,51.52599,2118238.22654724,6752.63977962193,391427d3-7621-4b5a-8626-554bbf56b512
236,E05000325,Botwell, ,509045,180623,-0.42992,51.51401,4362798.02165985,11202.6487661682,121a8379-aeba-4cbf-aacf-9387fdaf703a
237,E05000326,Brunel, ,507000,182115,-0.45893,51.52782,3276876.26708221,11190.4336503724,0d74f49d-0ff8-47f4-844b-2076d43342f0
238,E05000327,Cavendish, ,511186,186761,-0.39714,51.56877,2011443.61737061,6530.19581572331,74e60cf0-4f88-4d4e-8e6b-896586b539de
239,E05000328,Charville, ,509253,182706,-0.42628,51.5327,2974323.05781555,7958.58434260718,f7ed215c-2562-4773-b3d6-113a135332c3
240,E05000329,Eastcote and East Ruislip, ,510109,188450,-0.41215,51.58416,4063448.40652466,11697.3852094852,aadc2b0e-1809-495a-9d7c-36d8f79cdfef
241,E05000330,Harefield, ,506012,189747,-0.47087,51.5966,15227012.8800888,20686.2954690204,1ba6d05a-a26a-4012-8d73-c87b273d1e56
242,E05000331,Heathrow Villages, ,507064,176573,-0.45969,51.47799,23521183.9059219,22319.3342420199,3800f8b3-877b-4810-8eb7-b4d69109cdf1
243,E05000332,Hillingdon East, ,508299,183518,-0.43978,51.54018,3598132.98072052,10606.1238371332,28d6df79-a3ce-4870-8101-314b7bf6652f
244,E05000333,Ickenham, ,506720,186158,-0.46174,51.56421,6204432.83313751,11710.0635659047,d222cfc9-ed85-4c18-b97e-0258c9f132b9
245,E05000334,Manor, ,509924,186852,-0.41532,51.56983,1974135.87650299,6581.26459866402,1d15e4f9-c464-45b8-a47f-64c9d9907a2a
246,E05000335,Northwood, ,508323,190763,-0.4372,51.60529,7397927.45655823,13547.0657037599,30929629-22ff-448e-ad78-5258fc6bb558
247,E05000336,Northwood Hills, ,510181,190309,-0.41053,51.60085,3328540.56754303,10723.5708807785,8417e0a6-5fd8-4cdd-910c-ac374e50def3
248,E05000337,Pinkwell, ,508737,178976,-0.43487,51.49927,2748307.85945892,7591.2954814159,5bac408e-5fc7-4db5-9032-ff6d90f669fa
249,E05000338,South Ruislip, ,510647,185281,-0.40538,51.55557,7417900.78895569,16496.9427105824,62bb444a-349e-47c0-ac73-a835792db1f9
250,E05000339,Townfield, ,510502,180133,-0.40909,51.50933,3498308.52124786,8521.46360513162,cdaee659-11d3-4eef-8f97-c6bc66aeab24
251,E05000340,Uxbridge North, ,506411,184210,-0.46678,51.54676,4641164.67396545,9899.21692174566,f60984f9-09e0-4ab1-8b27-ddcb068473c2
252,E05000341,Uxbridge South, ,505228,182845,-0.48424,51.53471,3114475.2075882,10070.5402338828,02646bde-5f33-443b-8bd5-631a817922b2
253,E05000342,West Drayton, ,505843,179232,-0.47647,51.50212,3490747.30858612,10276.0182952974,e84ef67e-4b67-4417-a755-b490eed03981
254,E05000343,West Ruislip, ,508460,187549,-0.43622,51.57638,4387403.56253815,13083.5619946595,6cd17fbd-7b01-4946-9072-27efa9d040a9
255,E05000344,Yeading, ,511898,181627,-0.38851,51.52248,2321227.21311951,6589.91944817169,48871db4-6ab2-441f-a1d4-99ae1b4d4a1f
256,E05000345,Yiewsley, ,506757,180915,-0.46279,51.51708,4022509.33629608,10676.6535178034,cf526dd5-dbd6-4c2d-954f-0a0021e06c78
257,E05000346,Bedfont, ,508369,173749,-0.44177,51.45236,4448395.29511261,12323.729781042,cedc69d9-19fd-40b7-ac49-6877bd425751
258,E05000347,Brentford, ,518290,178487,-0.29747,51.49296,3183526.4422226,11883.5307651739,7ef96e78-49ce-4dc0-949a-3682d542ea1b
259,E05000348,Chiswick Homefields, ,521142,176824,-0.25698,51.47741,2259235.29807281,9662.65606341691,84ec32b9-6c66-4246-b84e-a2c3acb71f8c
260,E05000349,Chiswick Riverside, ,520109,177304,-0.27168,51.48194,2080069.01107788,6554.0618990236,5682b344-b0c1-44a4-a591-b8ecffe0fa23
261,E05000350,Cranford, ,510891,176182,-0.40472,51.47374,2726267.24043274,9489.18647216595,8e778cb0-eaae-4c89-a459-d61d142a0c7c
262,E05000351,Feltham North, ,510654,174417,-0.40869,51.45792,3384549.80321503,8823.29051311332,c0375515-2e8d-4037-a09a-9b6e36c3564a
263,E05000352,Feltham West, ,509176,172401,-0.43057,51.44009,3181054.00839996,9478.70299973586,cc6aaf82-8ee6-43ed-a1cf-543051c3230f
264,E05000353,Hanworth, ,511816,171122,-0.39301,51.42808,3232601.68470001,12206.8516924977,3bacaa9c-ab5b-45b8-8b25-58c120f06205
265,E05000354,Hanworth Park, ,511026,172421,-0.40396,51.43991,3661212.05722046,8462.59726270895,224a2458-61e0-4e8e-bdd7-3bd0f9048dae
266,E05000355,Heston Central, ,512435,176640,-0.38236,51.47755,1684782.11239624,7201.46335700496,6f0d5a36-1948-4220-b608-0560829f7e47
267,E05000356,Heston East, ,513221,177430,-0.37079,51.48449,2059104.78824615,12338.3586031286,88a808d0-b890-4992-bd77-0330720e87b4
268,E05000357,Heston West, ,511443,177593,-0.39633,51.48631,3826591.66992188,8449.55170451114,43bf1d30-3a17-42e2-a0a2-5b0b81f5d3cb
269,E05000358,Hounslow Central, ,514227,175818,-0.35683,51.4698,1733934.12534332,5735.03112406002,d270a0c8-f667-46d3-b21d-1fbf6376a1eb
270,E05000359,Hounslow Heath, ,512321,174536,-0.38467,51.45866,2781817.28598022,7642.6937241238,1257e4b7-c094-4229-a5ee-aa013650b89e
271,E05000360,Hounslow South, ,514848,175341,-0.34805,51.46539,1790104.34749603,7041.65964056191,0c6ced35-7263-41bc-a8b1-ccdd43cc0c21
272,E05000361,Hounslow West, ,512567,175570,-0.3808,51.46791,1620144.96432495,6490.06812883237,4c6c5c2e-5876-4631-b75b-e5d4b4a2d01b
273,E05000362,Isleworth, ,516094,175250,-0.33015,51.46432,2030916.17578888,7734.96125062045,972b7704-fb62-47d0-a72e-58479e8e1858
274,E05000363,Osterley and Spring Grove, ,515208,177597,-0.34213,51.48559,6277861.32627106,12280.1814905895,a3971ab1-379f-40be-8f63-51b2853d68d4
275,E05000364,Syon, ,517093,177049,-0.31518,51.48028,2853761.58628845,9104.36862263823,bea995d2-5a97-4d62-a9a0-639ba620419d
276,E05000365,Turnham Green, ,519675,178753,-0.27744,51.49506,1769511.85534668,7222.00116822487,7108843a-c455-41f4-9c47-8b11bb77f8d8
277,E05000366,Barnsbury, ,531071,183811,-0.11149,51.53799,830100.861534119,4345.28621569993,3f18e8c2-7e5c-420f-894a-553c5aa39e8f
278,E05000367,Bunhill, ,532281,182438,-0.09456,51.52537,1082624.97952271,6479.48871822151,aac941dd-7af3-4f3a-bb04-3feda696a22e
279,E05000368,Caledonian, ,530558,183901,-0.11884,51.53892,1136134.32315826,5271.38863538137,c8be2455-4400-42ee-bc2a-8be9e2efb38d
280,E05000369,Canonbury, ,532445,184332,-0.09149,51.54235,807226.06072998,3837.82695167442,909522c6-debf-4622-b9c3-ab9a05223669
281,E05000370,Clerkenwell, ,531202,182644,-0.11003,51.52747,932630.580726624,5294.3149745206,529d1f6a-892b-42a3-91fc-5b80612ab019
282,E05000371,Finsbury Park, ,530812,186416,-0.11425,51.56146,916267.663703918,4688.78765754343,c95261fc-c293-41fe-928c-b9c06220e099
283,E05000372,Highbury East, ,531832,185104,-0.10003,51.54943,1008083.78743744,5335.4660910047,ee6f68e9-4803-4934-92c7-adf4ab7aeedd
284,E05000373,Highbury West, ,531299,185856,-0.10744,51.55631,1082547.32867432,4899.25220286181,c04bf81d-d32d-403b-8fa0-b069c1de7960
285,E05000374,Hillrise, ,529640,187394,-0.13079,51.57052,824700.697013855,4484.21235935017,486b435a-7a6c-4a3c-8f2f-d868609f42fc
286,E05000375,Holloway, ,530486,185379,-0.11933,51.55222,1008703.6294632,4398.69781047778,bb1e6958-fa5b-4421-80d2-5df69466ea0c
287,E05000376,Junction, ,529423,186419,-0.13427,51.56181,1027498.67893982,4861.56906922998,30ccb7d0-f5ed-493d-927c-3ae6ac4d5760
288,E05000377,Mildmay, ,532770,185225,-0.08647,51.5503,826793.949279785,4477.21238028745,dbaa7084-2231-4c40-af5e-cc909f4df7b8
289,E05000378,St George's, ,529755,185733,-0.12974,51.55557,845831.618591309,4362.50531779423,1aa8e25d-9c04-4d22-b72a-6da621ba34d0
290,E05000379,St Mary's, ,531543,184121,-0.10457,51.54067,868305.524719238,5253.89134112943,0530777a-0e66-4d2a-96c7-04c799c0a4ac
291,E05000380,St Peter's, ,532044,183547,-0.09756,51.53539,810520.028923035,4269.09794156495,208b3dff-c7ca-420f-9ae4-55f7f7f832de
292,E05000381,Tollington, ,530411,187047,-0.1198,51.56722,848681.704124451,4583.65054325198,02389fde-4723-49b1-9c81-53b44e740bc8
293,E05000400,Alexandra, ,520047,166637,-0.27618,51.38609,2685017.32826996,7364.83154803629,73156950-876b-45b2-b4e3-f874646f061c
294,E05000401,Berrylands, ,518942,167293,-0.29184,51.39221,1453888.83713531,5874.87238261223,f462b349-3a27-4f9a-a4fc-254f0cb4f108
295,E05000402,Beverley, ,521766,168663,-0.2508,51.40393,1878205.00101471,8032.74890132626,9c43924c-1a60-4de6-9fed-8aac37ac5703
296,E05000403,Canbury, ,518594,170117,-0.29589,51.41767,1242410.16294861,5450.21984761423,15936cfa-32e8-4db5-9bc3-e76d07dcb110
297,E05000404,Chessington North and Hook, ,517881,164742,-0.30792,51.36951,1929800.08612823,7364.13752535055,a5caf3d4-52fe-4372-9514-b344a6e6e113
298,E05000405,Chessington South, ,517928,162408,-0.30802,51.34852,7551783.62444305,13255.6217880314,895d093a-fafc-40bd-8c22-039c0b771833
299,E05000406,Coombe Hill, ,520621,170839,-0.26651,51.42373,4421679.64311218,11299.9965763902,13eab55e-0d43-4a58-8d0e-17b5fc179fb5
300,E05000407,Coombe Vale, ,520476,169259,-0.26913,51.40956,1647118.46890259,5304.6067755725,acdb88d3-b5dc-4b8a-8296-217eea3aae72
301,E05000408,Grove, ,518272,168633,-0.30102,51.4044,1920347.86705017,8234.54702413801,414e2926-5a0e-45e1-9365-7b66b305e11c
302,E05000409,Norbiton, ,519406,168947,-0.28462,51.40698,1347126.17755127,5310.68032017532,92a382d9-90b5-4c2e-9989-d0ee8343fe35
303,E05000410,Old Malden, ,521537,166612,-0.25479,51.38554,1800151.3478241,7275.93420385767,786b4164-78d9-44d3-a78d-9a371a9c792a
304,E05000411,St James, ,521383,167395,-0.25674,51.39261,2165862.849823,7719.757661192,c6ea7716-bc33-4d84-bdfd-85c357b5e833
305,E05000412,St Mark's, ,517845,167545,-0.30751,51.39471,1375761.38161469,6927.47065962622,0db19557-e459-4336-9d2c-4d1c73771a25
306,E05000413,Surbiton Hill, ,518376,166571,-0.30021,51.38584,1664833.05243683,6067.52157523079,f96e0cbb-1cc0-4b61-bad5-2c70e9334b6d
307,E05000414,Tolworth and Hook Rise, ,519013,165300,-0.29148,51.37429,2594672.766716,8081.15242797372,54f4beaf-f09a-477c-a3a0-e64eb85370a7
308,E05000415,Tudor, ,518256,170806,-0.30052,51.42393,1582521.32424927,7946.71307747719,3a68654d-5b92-4640-aef1-b30d428bbaad
309,E05000416,Bishop's, ,531036,179675,-0.11353,51.50083,1539607.01837158,5703.31897562859,91f3d63b-033e-472d-afbd-d12e89dbd9cc
310,E05000417,Brixton Hill, ,530487,174260,-0.12343,51.45229,1131230.78049469,5531.91544738294,a4165cb5-658d-4bea-a067-c6730d196245
311,E05000418,Clapham Common, ,529420,174624,-0.13864,51.45581,1338554.85101318,4805.53388645781,ed884582-469d-4f37-b4db-867269cec155
312,E05000419,Clapham Town, ,529177,175721,-0.14174,51.46572,1118925.66175842,4851.12843367557,9957cd21-bf9d-4e9d-9777-d5b1b9fa565f
313,E05000420,Coldharbour, ,531478,175651,-0.10866,51.46456,1208056.84120178,4854.90215867707,bdfa46f4-6965-4720-9cc6-e452aff18c93
314,E05000421,Ferndale, ,530864,175676,-0.11748,51.46493,850729.683776855,5336.30383406863,4a5cf4e5-5071-4f6d-9ef9-8d87902ef399
315,E05000422,Gipsy Hill, ,532816,171711,-0.09089,51.42884,1570650.26218414,6063.47818689913,0c9b0f56-4345-4634-99d5-ef6f6a699e8f
316,E05000423,Herne Hill, ,531951,175062,-0.10207,51.45916,2030395.08477783,8474.187173271,5f8fc063-7cca-45db-a301-d33f777f757b
317,E05000424,Knight's Hill, ,531666,171709,-0.10742,51.42909,1471655.4461441,5740.27144484906,14976391-6f34-4fa4-886e-716962601f25
318,E05000425,Larkhall, ,530066,176160,-0.12879,51.46946,1061255.92723846,5297.40346361172,76df156e-cba7-4808-9ecd-f90a46a1ee48
319,E05000426,Oval, ,530879,177660,-0.11653,51.48276,1277642.54087067,6538.65656627884,e50adce0-e53a-4453-aa20-c15213714d37
320,E05000427,Prince's, ,531058,178476,-0.11365,51.49005,1163596.64495087,5638.06221166211,6cfed1fe-e9a8-4982-9016-fee306b2b15a
321,E05000428,St Leonard's, ,529945,171692,-0.13217,51.42934,1447729.03801727,6862.75154561404,f7ac59b2-18cf-4d83-925b-e75b749981b9
322,E05000429,Stockwell, ,530309,176635,-0.12512,51.47368,866766.559707642,5424.63977183398,0a0e2480-5ab5-43e5-a42a-dfbb0c843b24
323,E05000430,Streatham Hill, ,530431,173054,-0.12468,51.44147,1270628.16812134,5395.30111194659,c9562552-e60a-48f5-aa5c-d812f3336ced
324,E05000431,Streatham South, ,530011,170368,-0.1317,51.41742,1698063.89188385,7178.78308769556,6ca4ebc4-18b2-4ba8-8b0a-1bf3e0c479fd
325,E05000432,Streatham Wells, ,530706,171771,-0.1212,51.42987,1449790.45967102,6534.42224869632,dd24615a-dd3f-48b0-8bf1-ccc51fd7486e
326,E05000433,Thornton, ,529594,173802,-0.13644,51.44838,1077580.78743744,4744.58488015796,4245683e-985e-4c71-b139-a625bd90fd88
327,E05000434,Thurlow Park, ,532082,173172,-0.10089,51.44214,1514813.76383209,5718.82936219675,41c020c6-6786-4f04-b3fb-f5fe0bcad7ef
328,E05000435,Tulse Hill, ,531080,174027,-0.11499,51.45006,1031947.94907379,5832.12008203294,526aa365-7a00-4c32-afca-096873b7570e
329,E05000436,Vassall, ,531379,176885,-0.10963,51.47568,1129714.98035431,4476.50242565443,0990eab6-ae92-4ba2-bdb1-7b0fb999a79d
330,E05000437,Bellingham, ,537448,172042,-0.02417,51.43071,3084708.55548096,10310.6479479651,7c74a301-0041-477f-ac70-a54e33896392
331,E05000438,Blackheath, ,538957,175950,-0.00095,51.46546,2318189.59903717,8857.84809215786,44801b80-3989-495a-b8e7-d2760fe093ae
332,E05000439,Brockley, ,537011,176314,-0.0288,51.46921,1681820.81000519,5992.74808709494,96f5f340-bcb8-470d-8f9c-921f18c61e51
333,E05000440,Catford South, ,538608,172997,-0.00712,51.43901,1866543.42505646,6664.92725057244,0a1f2392-0fb6-4087-9ca1-823c6a9650ce
334,E05000441,Crofton Park, ,536395,174248,-0.03846,51.45079,1719631.78553772,6753.3476648565,c6f56930-4d57-4fe8-8453-75fa02c7ead7
335,E05000442,Downham, ,539005,171303,-0.00208,51.42369,2381811.19570923,9056.44204356544,6727c0ce-b037-4557-8241-71ddb499b165
336,E05000443,Evelyn, ,536525,178155,-0.03508,51.48587,1776211.42100525,6821.2951079579,d81e6af2-d834-4443-922e-b9d203f140c9
337,E05000444,Forest Hill, ,534978,173025,-0.05931,51.44014,1827836.01820374,6992.38439859995,4be30af4-6e21-4370-b127-039e26f4fcf6
338,E05000445,Grove Park, ,540665,172592,0.022289,51.43487,2392918.35317993,10236.0195453981,ab377ac4-6433-4526-8f73-3a21d33c4948
339,E05000446,Ladywell, ,537158,175193,-0.02712,51.4591,1605987.50301361,6428.72188551144,bb5347da-da6a-4dde-a576-d78eda467430
340,E05000447,Lee Green, ,539528,174471,0.006682,51.45203,1798438.56884766,6762.14970762657,41a688dd-2090-4a41-b762-2df4361a3496
341,E05000448,Lewisham Central, ,538501,174552,-0.00805,51.45301,2062019.87728119,9829.99866849244,0965e66d-7c57-4617-b285-7d128c5601fb
342,E05000449,New Cross, ,535887,177612,-0.04447,51.48114,1811126.94039154,8024.03954029173,28f706c9-a709-4ee3-a460-08fdedc1eee8
343,E05000450,Perry Vale, ,536103,172588,-0.0433,51.43594,1684475.98886108,5525.76681811261,4067ed5d-9d9f-4009-9a32-d7d2407003a3
344,E05000451,Rushey Green, ,537714,173709,-0.0197,51.44563,1785239.26391602,7671.5106453876,33015ca4-14ee-4a72-80ba-cea5f9b41edd
